지역,지점,게임명,난이도,인원,게임시간,설명영상,키워드
서울,신촌,배럴다이스,Normal,4-5인,30분,아니오,주사위/베팅
서울,신촌,스플렌더 마블,Hard,2-4인,30분,아니오,카드전략
서울,신촌,라이헌트 시크릿 텔러,Easy,4-6인,30분,예,대화베팅
서울,신촌,금지어 게임,Easy,"4,6,8인",15분,예,파티
서울,신촌,이스탄불 주사위게임,Hard,3인,40분,아니오,주사위 전략
서울,신촌,스위스 사는 스미스씨,Easy,2-6인,10분,아니오,파티
서울,신촌,다이브,Normal,2-4인,25분,아니오,탐험
서울,신촌,알리바이,Hard,4-6인,60분,아니오,마피아
서울,신촌,전지적 추리시점,Normal,4인,60분,아니오,협력추리
서울,신촌,간장공장공장장,Easy,2-6인,15분,아니오,순발력
서울,신촌,스시팡,Very Easy,2-4인,10분,아니오,복불복
서울,신촌,둥실둥실용용이,Very Easy,2-4인,10분,아니오,손기술
서울,신촌,갈팡질팡,Normal,2-8인,15분,아니오,협력퍼즐
서울,신촌,놉놉테이블,Easy,3-6인,20분,아니오,공감
서울,신촌,스카이팀,Normal,2인,15분,아니오,"협력, 미션, 운빨"
서울,신촌,캣츠런,Very Easy,2-4인,10분,예,"주사위, 경주"
서울,신촌,풍기,Hard,2인,30분,아니오,카드 전략
서울,신촌,나의 최애 명대사,Easy,3-6인,15분,아니오,"순발력, 명대사"
서울,신촌,라이헌트 미스터리 아티스트,Easy,3-8인,30분,예,그림/마피아
서울,신촌,나인 데이즈 대탈출,Normal,2-4인,20분,아니오,협력 생존
서울,신림,세븐원더스 : 듀얼,Extreme,2인,60분,아니오,셋컬렉션
서울,신림,도블,Easy,2-5인,10분,예,순발력
서울,신림,도미니언,Extreme,2-4인,40분,예,덱빌딩
서울,신림,데드오브윈터,ProGamer,2-5인,100분,아니오,미션협력
서울,신림,더게임,Normal,2-5인,20분,예,숫자협력
서울,신림,달무티,Hard,5-8인,20분,예,선잡기
서울,신림,닥터유레카,Easy,2-4인,15분,아니오,순발력
서울,신림,다빈치코드,Easy,2-4인,20분,예,숫자추리
서울,신림,노땡스,Normal,3-7인,20분,예,카드경매
서울,신림,노터치 크라켄 (크툴루를 건드리지마),Normal,3-6인,30분,예,마피아
서울,신림,고스트,Easy,2인,10분,예,심리전략
서울,신림,딕싯 : 예지,Normal,4-6인,20분,예,그림연상
서울,신림,딕싯 : 메모리즈,Normal,4-6인,20분,예,그림연상
서울,신림,드렉사우,Easy,2-4인,10분,아니오,카드전략
서울,신림,렉시오,Very Hard,3-5인,30분,예,조합전략
서울,신림,레지스탕스:쿠,Hard,3-6인,15분,예,블러핑
서울,신림,레지스탕스 아발론,Very Hard,6-10인,40분,예,마피아
서울,신림,시퀀스,Easy,4-12인,10분,예,카드빙고
서울,신림,러시아워쉬프트,Easy,2인,15분,아니오,퍼즐해독
서울,신림,러시아워,Normal,1-2인,45분,아니오,퍼즐해독
서울,신림,러브레터,Normal,3-4인,20분,예,카드추론
서울,신림,라온,Easy,2-4인,10분,예,타일조합
서울,신림,라스베가스,Normal,3-7인,35분,예,전략배팅
서울,신림,라비린스,Normal,2-4인,20분,아니오,미로전략
서울,신림,라보카,Normal,4인,40분,아니오,협동퍼즐
서울,신림,딕싯 : 퀘스트,Normal,4-6인,20분,예,그림연상
서울,신림,루핑루이,Very Easy,2-4인,10분,예,타이밍
서울,신림,루미큐브,Normal,2-6인,30분,예,타일조합
서울,신림,시타델,Very Hard,4-7인,60분,예,심리전략
서울,신림,로스트시티,Normal,2인,20분,예,카드전략
서울,신림,로보77,Easy,2-6인,30분,예,숫자연산
서울,신림,모던아트,Hard,4-5인,45분,예,경매
서울,신림,모노폴리,Normal,2-8인,180분,아니오,투자경영
서울,신림,나방속이기 (장난꾸러기 나방),Normal,4-5인,20분,아니오,눈치전략
서울,신림,맨해튼,Hard,4인,45분,아니오,영향력
서울,신림,마헤,Normal,4-7인,30분,예,경주배팅
서울,신림,서바이브,Hard,2-4인,60분,아니오,타일전략
서울,신림,마법의미로,Easy,2-4인,20분,예,길기억
서울,신림,마라케시,Normal,2-4인,30분,아니오,이동전략
서울,신림,마닐라,Very Hard,3-5인,60분,아니오,전략배팅
서울,신림,뤄양의사람들,ProGamer,2-4인,120분,아니오,전략
서울,신림,미스터잭,Very Hard,2인,40분,예,범죄추리
서울,신림,미니빌:항구,Hard,2-4인,30분,아니오,덱빌딩
서울,신림,미니빌:그린밸리,Hard,2-4인,30분,아니오,덱빌딩
서울,신림,미니빌,Hard,2-4인,30분,예,덱빌딩
서울,신림,몰타의관문,Very Hard,2-5인,45분,아니오,셋컬렉션
서울,신림,보난자,Very Hard,4-7인,50분,예,카드협상
서울,신림,웰컴백 투더 던전,Normal,3-4인,20분,아니오,카드 심리
서울,신림,뱅:닷지시티,Very Hard,3-8인,40분,아니오,마피아
서울,신림,뱅:다이스,Hard,5-6인,15분,아니오,마피아
서울,신림,텔레스트레이션,Easy,4-8인,30분,예,그림연상
서울,신림,뱅,Hard,4-8인,35분,예,마피아
서울,신림,배틀쉽,Normal,2-4인,15분,예,영역차지
서울,신림,바운스오프,Very Easy,2-4인,10분,예,손기술
서울,신림,블리츠,Very Easy,3-6인,20분,예,단어연상
서울,신림,블로커스,Easy,2-4인,15분,예,도형전략
서울,신림,블러프,Normal,3-6인,30분,아니오,심리예측
서울,신림,부루마불,Normal,2-4인,60분,예,투자경영
서울,신림,스크래블,Easy,2-4인,60분,아니오,단어조합
서울,신림,스머프 사다리게임,Very Easy,2-4인,20분,아니오,주사위
서울,신림,슈퍼라이노,Very Easy,2-5인,10분,예,젠가류
서울,신림,숲속의음악대,Very Easy,4-7인,15분,예,순발력
서울,신림,쇼텐토텐,Normal,2인,20분,예,힘대결
서울,신림,손바닥룰렛,Very Easy,2-4인,20분,아니오,파티
서울,신림,셜록13,Normal,2-4인,15분,예,카드추리
서울,신림,세트,Normal,2-4인,30분,예,패턴지각
서울,신림,선물입니다,Easy,2-6인,15분,예,블러핑
서울,신림,석기시대,Extreme,2-4인,60분,아니오,일꾼놓기
서울,신림,사보타지,Hard,5-8인,30분,예,마피아
서울,신림,스파이폴,Normal,4-8인,30분,예,마피아
서울,신림,스티키스틱스,Very Easy,2-4인,10분,아니오,순발력
서울,신림,스트라테고,Normal,2인,45분,아니오,추상전략
서울,신림,스트라이크,Very Easy,2-5인,15분,예,주사위
서울,신림,에니그마,Normal,2-4인,30분,아니오,테마퍼즐
서울,신림,어콰이어,Extreme,3-6인,90분,아니오,주식투자
서울,신림,아컴호러,ProGamer,3-8인,240분,아니오,협력
서울,신림,아임더보스,Very Hard,3-6인,60분,예,거래협상
서울,신림,아브라카왓,Hard,2-5인,30분,예,타일추리
서울,신림,아발론,Easy,2인,20분,예,추상전략
서울,신림,아그리콜라,ProGamer,2-5인,120분,예,농사전략
서울,신림,신의한수,Normal,2인,30분,아니오,추상전략
서울,신림,시타델,Very Hard,4-7인,60분,아니오,심리전략
서울,신림,스플렌더,Hard,2-4인,45분,예,카드전략
서울,신림,우노,Easy,2-10인,20분,예,손털기
서울,신림,와이어트어프,Hard,2-4인,60분,아니오,마피아
서울,신림,줄로레또,Very Hard,2-5인,45분,아니오,눈치전략
서울,신림,젬블로Q,Easy,2-4인,20분,예,도형전략
서울,신림,젬블로,Easy,6인,15분,예,도형전략
서울,신림,젠가,Very Easy,2-8인,20분,예,손기술
서울,신림,젝스님트,Easy,4-10인,30분,예,심리
서울,신림,장미전쟁,Normal,2인,25분,아니오,전략
서울,신림,장기,Normal,2인,30분,아니오,추상전략
서울,신림,인쉬,Normal,2인,20분,아니오,추상전략
서울,신림,이웃집 몬스터,Normal,3-8인,30분,아니오,마피아
서울,신림,이스탄불 : 모카 앤 박시시,ProGamer,2-5인,60분,아니오,전략
서울,신림,이스탄불,ProGamer,2-5인,60분,아니오,전략
서울,신림,이매진,Easy,3-8인,20분,예,그림연상
서울,신림,위너스서클,Hard,3-6인,45분,예,경마배팅
서울,신림,체스 앤 체커스,Normal,2인,30분,아니오,추상전략
서울,신림,챠오챠오,Easy,3-5인,20분,예,블러핑
서울,신림,차이나타운,Very Hard,3-5인,60분,예,협상거래
서울,신림,컬러레또,Normal,3-5인,30분,아니오,심리전략
서울,신림,카후나,Hard,2인,30분,아니오,영향력
서울,신림,카탄:5-6인확장,Extreme,5-6인,90분,예,협상전략
서울,신림,카탄:도시와기사,Extreme,3-4인,120분,아니오,협상전략
서울,신림,카루바,Hard,2-4인,40분,아니오,타일전략
서울,신림,치킨차차,Easy,2-4인,20분,예,그림기억
서울,신림,초콜릿픽스,Normal,1-2인,20분,아니오,논리퀴즈
서울,신림,코드777,Hard,2-5인,30분,예,숫자추리
서울,신림,켈티스,Hard,3-4인,30분,아니오,카드전략
서울,신림,컴팩트컬링,Easy,2-8인,30분,아니오,손기술
서울,신림,타임라인:한국사,Easy,2-8인,15분,예,지식대결
서울,신림,타뷸라의늑대,Normal,8-24인,30분,아니오,마피아
서울,신림,타르기,Very Hard,2인,60분,예,전략
서울,신림,클루,Hard,2-6인,35분,예,범죄추리
서울,신림,클라스크,Very Easy,2인,10분,아니오,축구게임
서울,신림,퀵소,Easy,2인,15분,아니오,추상전략
서울,신림,티켓투라이드 : 노르딕컨트리,Hard,2-3인,45분,아니오,미션전략
서울,신림,콰르토,Easy,2인,20분,아니오,추상전략
서울,신림,코코너츠,Very Easy,2-4인,30분,예,손기술
서울,신림,테트리스링크,Easy,2-4인,15분,아니오,공간지각
서울,신림,테라미스티카,ProGamer,2-5인,180분,아니오,전략
서울,신림,텀블링몽키,Very Easy,2-4인,15분,예,손기술
서울,신림,텀블링다이스,Very Easy,3-10인,30분,아니오,주사위
서울,신림,터틀블럭,Very Easy,2-8인,15분,예,손기술
서울,신림,피냐타,Hard,2인,30분,예,카드전략
서울,신림,프로히스,Hard,3-6인,20분,예,심리전략
서울,신림,포세일,Normal,3-6인,20분,예,투자경매
서울,신림,펭귄팡팡 (펭귄트랩),Very Easy,2-4인,5분,예,손기술
서울,신림,퍼레이드,Normal,3-6인,20분,예,카드전략
서울,신림,팬데믹,Extreme,2-4인,45분,예,협력
서울,신림,패치워크,Hard,2인,25분,예,전략퍼즐
서울,신림,파라오코드,Easy,2-5인,20분,예,사칙연산
서울,신림,티키토플,Normal,2-4인,20분,예,심리전략
서울,신림,티켓투라이드,Hard,3-5인,40분,예,미션전략
서울,신림,톡톡우드맨,Very Easy,2-7인,10분,예,손기술
서울,신림,토레스,Hard,2-4인,60분,아니오,추상전략
서울,신림,한밤의 늑대인간 : 기본캐릭터,Very Hard,5-10인,15분,예,마피아
서울,신림,하나비,Hard,3-5인,25분,예,카드협력
서울,신림,피트,Easy,4-8인,15분,예,카드거래
서울,신림,폴드잇,Easy,2-5인,20분,아니오,그림인지
서울,신림,코드네임 픽쳐스,Normal,4-8인,30분,예,협동추리
서울,신림,파리채,Easy,2-8인,10분,예,순발력
서울,신림,흔들흔들해적선,Very Easy,2-4인,5분,예,손기술
서울,신림,해적룰렛,Very Easy,2-10인,5분,아니오,복불복
서울,신림,할리갈리 컵스,Very Easy,2-4인,10분,예,순발력
서울,신림,할리갈리 익스트림,Easy,2-6인,20분,예,순발력
서울,신림,할리갈리,Very Easy,2-7인,10분,예,순발력
서울,신림,코티지가든,Hard,2-4인,60분,아니오,퍼즐전략
서울,신림,피라미드포커,Normal,2인,20분,아니오,눈치
서울,신림,도블 동물원,Easy,2-5인,10분,예,순발력
서울,신림,마스크맨,Hard,2-6인,20분,아니오,트릭테이킹
서울,신림,세븐원더스,Extreme,2-7인,60분,아니오,셋컬렉션
서울,신림,임호텝,Hard,2-4인,40분,예,전략
서울,신림,테마틱,Very Easy,2-10인,15분,아니오,단어연상
서울,신림,미스터잭 인 뉴욕,Very Hard,2인,40분,예,범죄추리
서울,신림,드림홈,Normal,2-4인,30분,아니오,셋컬렉션
서울,신림,벼룩서커스,Normal,3-5인,15분,예,눈치전략
서울,신림,센추리 : 향신료의 길,Hard,2-5인,40분,예,카드전략
서울,신림,황혼의투쟁,ProGamer,2인,180분,아니오,전략
서울,신림,타란툴라탱고,Easy,2-5인,15분,예,동물흉내
서울,신림,마피아 데 쿠바,Hard,6-12인,20분,아니오,마피아
서울,신림,스탁파일,Hard,3-5인,45분,예,베팅경매
서울,신림,잉카의 황금,Normal,3-8인,25분,예,심리
서울,신림,마음의선물,Easy,3-6인,30분,아니오,카드협상
서울,신림,스플렌더 : 찬란한도시,Hard,2-4인,45분,예,카드전략
서울,신림,엘드리치호러,ProGamer,2-8인,180분,아니오,협력
서울,신림,다섯 부족,ProGamer,2-4인,60분,아니오,전략
서울,신림,유령대소동,Easy,2-8인,20분,아니오,순발력
서울,신림,인디언포커,Easy,2-6인,30분,예,카드배팅
서울,신림,도미니언 : 장막뒤의사람들,Extreme,2-4인,30분,아니오,덱빌딩
서울,신림,강아지똥,Very Easy,2-5인,15분,예,타이밍
서울,신림,셀레스티아,Normal,2-6인,30분,아니오,블러핑
서울,신림,화이트채플 : 추가룰,Extreme,2-6인,90분,예,추리
서울,신림,초밥왕,Easy,2-5인,20분,예,카드심리
서울,신림,토끼와 거북이,Normal,2-5인,15분,아니오,핸드관리
서울,신림,졸리앤로저,Hard,2인,20분,예,심리전략
서울,신림,스파이폴2,Normal,5-12인,30분,예,마피아
서울,신림,생쥐만세 (비바토포),Easy,2-4인,20분,아니오,주사위
서울,신림,총알탄로봇(리코쉐로봇),Normal,1-10인,30분,아니오,추상전략
서울,신림,랫 어 탯캣,Easy,2-6인,10분,아니오,숫자심리
서울,신림,뒤죽박죽 서커스,Easy,2-4인,20분,아니오,손기술
서울,신림,큐윅스,Easy,2-5인,15분,예,주사위
서울,신림,마제스티 크라운 앤 킹덤,Hard,2-4인,40분,아니오,전략
서울,신림,테이크 잇 이지,Normal,2-8인,20분,아니오,타일전략
서울,신림,레지스탕스 아발론 : 호수의여인,Very Hard,6-10인,40분,예,마피아
서울,신림,크라임호텔,Normal,3-4인,30분,예,트릭테이킹
서울,신림,블루라군,Normal,2-4인,40분,아니오,영역차지
서울,신림,사그라다,Normal,2-4인,40분,아니오,주사위배치
서울,신림,윌유메리미 (데어이쎄스),Easy,2-4인,10분,예,심리추리
서울,신림,테라포밍마스,ProGamer,2-5인,120분,아니오,전략
서울,신림,킹도미노,Easy,2-4인,20분,아니오,타일전략
서울,신림,아키올로지,Normal,2-5인,20분,아니오,셋컬렉션
서울,신림,탤리호 (할랄리),Easy,2인,20분,예,타일전략
서울,신림,스킵피티,Easy,2-4인,20분,아니오,추상전략
서울,신림,레이디 고디바,Normal,3-6인,15분,아니오,블러핑
서울,신림,데드 맨스 드로우,Normal,2-4인,15분,아니오,카드
서울,신림,가짜예술가 뉴욕에가다,Easy,5-10인,15분,예,그림마피아
서울,신림,스컬킹,Hard,4-6인,30분,예,트릭테이킹
서울,신림,쇼텐토텐 : 전략카드 영상,Normal,2인,20분,예,힘대결
서울,신림,센추리 : 동방의 바다,Hard,2-4인,45분,아니오,추상전략
서울,신림,아그리콜라 : 일반모드,ProGamer,2-5인,120분,예,농사전략
서울,신림,더마인드,Normal,2-4인,20분,예,숫자협력
서울,신림,펭귄파티,Easy,3-5인,20분,아니오,카드내려놓기
서울,신림,영리한 여우,Normal,2-4인,25분,아니오,주사위
서울,신림,기즈모,Hard,2-4인,45분,아니오,전략
서울,신림,꿈의 대화,Normal,4-10인,30분,예,단어/마피아
서울,신림,산토리니,Normal,2인,20분,아니오,추상전략
서울,신림,칼라리아,Very Easy,3-5인,10분,아니오,순발력
서울,신림,코드네임,Normal,4-8인,30분,예,협동추리
서울,신림,로스트시티,Normal,2인,20분,예,카드전략
서울,신림,솔레니아,Hard,2-4인,40분,아니오,카드전략
서울,신림,스피디피커스,Easy,3-4인,30분,아니오,숨은그림찾기
서울,신림,카탄,Extreme,3-4인,60분,예,협상전략
서울,신림,라티스하와이,Normal,2-4인,30분,아니오,타일전략
서울,신림,고읭고읭,Very Easy,4인,10분,예,순발력팀전
서울,신림,모아보새,Normal,2-5인,20분,아니오,카드전략
서울,신림,부두프린스,Normal,4-5인,30분,아니오,트릭테이킹
서울,신림,뱀파이어퀸,Normal,4-8인,30분,아니오,카드전략
서울,신림,센추리 : 신대륙의 개척자,Very Hard,2-4인,30분,아니오,전략
서울,신림,상어 아일랜드,Easy,2-4인,10분,아니오,순발력
서울,신림,의자쌓기,Very Easy,2-6인,10분,예,손기술
서울,신림,일루전,Easy,2-5인,15분,아니오,패턴인식
서울,신림,저스트원,Very Easy,4-7인,20분,예,협력단어퀴즈
